ViewTime is Morning and WeekDayIndex is 16
Got 2031 ratings from 889 users on 69 Items.
Training: 1229, validation: 388, test: 414
(6.248263118022104e-17, 5.0)
(1.1097767839110755e-17, 4.0)
(1.9447189817006858e-17, 5.0)
(1.4961961911596583e-16, 1.0)
(1.0707401360994709e-16, 5.0)
(4.7632825339886563e-17, 4.0)
(1.7581223946404532e-17, 3.0)
(2.0536440929726268e-16, 3.0)
(1.094896214770276e-17, 3.0)
(4.66703367547175e-16, 4.0)
(3.0150910404771165e-15, 5.0)
(1.4169532531719865e-17, 3.0)
(2.259398563377482e-16, 4.0)
(1.7016561842835504e-16, 4.0)
(6.506904084152524e-18, 1.0)
(6.344397277413434e-18, 4.0)
(8.187251717420262e-17, 1.0)
(6.621231102291367e-17, 4.0)
(3.039635080072579e-17, 3.0)
(1.6133004540389106e-17, 4.0)
(8.459479888881065e-17, 3.0)
(2.823636511816402e-17, 4.0)
(2.423311728910733e-16, 5.0)
(1.5277565299155145e-17, 3.0)
(5.387387654539891e-17, 5.0)
(2.3529401909384546e-17, 3.0)
(1.2931885950677048e-18, 1.0)
(2.248625955911412e-17, 3.0)
(1.036151410080735e-15, 5.0)
(3.165120470805955e-17, 3.0)
(2.3962621211570356e-17, 3.0)
(1.3921751388366608e-17, 3.0)
(5.899252575933181e-17, 4.0)
(4.434789107860023e-17, 5.0)
(3.5590250002187235e-17, 5.0)
(2.1008285645877264e-17, 5.0)
(3.973068235733919e-18, 3.0)
(3.397637484937824e-17, 3.0)
(8.307973845174691e-17, 3.0)
(1.3670578275833847e-17, 4.0)
(3.807461135906557e-17, 4.0)
(1.0406968191854251e-16, 5.0)
(5.224191805420645e-17, 3.0)
(2.840187351013419e-19, 3.0)
(3.354945512503322e-17, 4.0)
(1.2578269481795216e-16, 3.0)
(4.9231997630917234e-17, 5.0)
(2.54356009741097e-17, 1.0)
(2.651529198523526e-17, 4.0)
(3.0442480105908014e-17, 4.0)
(7.487285362427187e-17, 5.0)
(1.9421259547600203e-17, 3.0)
(8.921277745064496e-17, 4.0)
(4.337921277483068e-18, 1.0)
(5.650476673519032e-16, 4.0)
(8.920659759287248e-17, 3.0)
(1.0480210577094917e-17, 5.0)
(8.643831895335282e-17, 5.0)
(5.3277860818591714e-17, 1.0)
(1.1535522216998166e-18, 1.0)
(1.5646361102582656e-16, 5.0)
(2.3051003686134685e-17, 4.0)
(5.953757636836558e-16, 5.0)
(2.6365705394962527e-17, 4.0)
(6.792362602678464e-18, 2.0)
(7.29986123087175e-17, 4.0)
(2.0927128552693322e-17, 3.0)
(7.634394399481756e-17, 3.0)
(4.3422348772191707e-16, 4.0)
(3.100038775837824e-19, 3.0)
(2.3301601367198946e-16, 5.0)
(3.128549107108148e-16, 5.0)
(2.206786930485339e-17, 5.0)
(9.304741042835489e-18, 3.0)
(3.1805481856434663e-17, 4.0)
(8.904063044251534e-18, 3.0)
(5.933806067839421e-17, 4.0)
(4.62438791974734e-16, 4.0)
(4.3962910680709755e-17, 2.0)
(2.610630364614909e-18, 2.0)
(5.088963949895655e-16, 4.0)
(1.3707741944901216e-17, 3.0)
(1.3764425961561219e-18, 3.0)
(4.068286390534607e-17, 3.0)
(1.1615995495319564e-17, 3.0)
(2.7792626976065943e-17, 3.0)
(5.4526700150564006e-18, 1.0)
(1.2583019443483697e-17, 4.0)
(1.854606704032593e-17, 4.0)
(4.6199564083743127e-17, 4.0)
(8.02515450293215e-18, 3.0)
(9.014793993135051e-18, 4.0)
(9.881539416253916e-17, 5.0)
(8.05987393413144e-17, 5.0)
(1.9048832604186846e-18, 3.0)
(3.100038775837824e-19, 1.0)
(7.403848129711386e-17, 3.0)
(5.968986756689711e-17, 4.0)
(1.8258532498264086e-17, 3.0)
(9.921821057642211e-18, 3.0)
RMSE (validation) = 2.985791 for the model trained with rank = 4, lambda = 10.0, and numIter = 10.
begin predictions
Rating(user=964, product=1148, rating=8.778375030583672e-33)
Rating(user=697, product=1148, rating=4.777572946168276e-33)
Rating(user=750, product=1148, rating=1.5524065155461503e-32)
Rating(user=1027, product=1148, rating=1.5271087657816882e-32)
Rating(user=699, product=1148, rating=7.36148452993323e-33)
Rating(user=192, product=1216, rating=9.492165789744099e-33)
Rating(user=356, product=1216, rating=5.219966532023011e-33)
Rating(user=1049, product=1216, rating=1.989196760434644e-32)
Rating(user=310, product=1216, rating=3.598789299832688e-33)
Rating(user=241, product=1016, rating=2.592093777396476e-32)
Rating(user=280, product=1444, rating=2.324127135631571e-32)
Rating(user=990, product=1444, rating=4.439469221768943e-32)
Rating(user=766, product=1444, rating=1.1057036894296726e-31)
Rating(user=674, product=1444, rating=8.064877246765818e-31)
Rating(user=339, product=1444, rating=2.5198905132587557e-32)
Rating(user=687, product=1444, rating=7.581995446213631e-32)
Rating(user=817, product=1496, rating=1.0099059328179996e-31)
Rating(user=1022, product=1496, rating=1.0614333363345962e-31)
Rating(user=322, product=1004, rating=1.1870791169584921e-32)
Rating(user=1066, product=1004, rating=5.0293175534289355e-34)
Rating(user=152, product=1288, rating=4.8870293284539053e-32)
Rating(user=341, product=1288, rating=9.628012979585848e-34)
Rating(user=990, product=1288, rating=4.701796901466216e-33)
Rating(user=870, product=1288, rating=1.1233641265022342e-32)
Rating(user=626, product=1460, rating=8.95635793000856e-32)
Rating(user=542, product=1460, rating=1.2731014305611443e-31)
Rating(user=787, product=1460, rating=5.7921010751760146e-31)
Rating(user=357, product=1212, rating=2.1183371510860763e-32)
Rating(user=935, product=1212, rating=3.528548108668944e-32)
Rating(user=1091, product=1212, rating=2.436897578240606e-31)
Rating(user=584, product=1428, rating=3.380286647230038e-31)
Rating(user=125, product=1428, rating=1.1747045782201347e-31)
Rating(user=846, product=1428, rating=2.916110649904629e-31)
Rating(user=1017, product=1096, rating=1.4150923682157738e-32)
Rating(user=828, product=1332, rating=2.7041673914283485e-33)
Rating(user=628, product=1332, rating=5.6503212195211275e-33)
Rating(user=392, product=1332, rating=2.382812592903255e-33)
Rating(user=469, product=1332, rating=4.8623603326266796e-33)
Rating(user=270, product=1332, rating=2.3729434421634374e-34)
Rating(user=447, product=1332, rating=1.763894581323117e-32)
Rating(user=707, product=1332, rating=4.943240237921501e-32)
Rating(user=752, product=1420, rating=1.5962139422503835e-32)
Rating(user=330, product=1420, rating=6.892039563294872e-33)
Rating(user=126, product=1420, rating=1.0891832337836514e-32)
Rating(user=274, product=1420, rating=8.111314421091578e-33)
Rating(user=839, product=1420, rating=1.374025061491347e-32)
Rating(user=934, product=1308, rating=1.9935789051667806e-31)
Rating(user=894, product=1308, rating=1.1818549635673502e-32)
Rating(user=602, product=1308, rating=4.4262872867652646e-33)
Rating(user=239, product=1308, rating=2.417145619060481e-32)
Rating(user=652, product=1396, rating=1.052956116045793e-32)
Rating(user=242, product=1396, rating=5.547165295040125e-33)
Rating(user=512, product=1108, rating=9.229487577681688e-33)
Rating(user=302, product=1108, rating=9.526653412785038e-34)
Rating(user=620, product=1132, rating=2.9618480446424837e-32)
Rating(user=514, product=1132, rating=8.583326322689362e-32)
Rating(user=735, product=1132, rating=1.3694361056766603e-32)
Rating(user=596, product=1256, rating=5.834554926545993e-32)
Rating(user=514, product=1256, rating=4.883036093644979e-32)
Rating(user=546, product=1256, rating=9.753417324349373e-32)
Rating(user=727, product=1256, rating=1.142446274768273e-31)
Rating(user=559, product=1256, rating=1.047886782757633e-32)
Rating(user=948, product=1433, rating=5.772488953526212e-32)
Rating(user=553, product=1433, rating=1.7928834966612837e-31)
Rating(user=1054, product=1433, rating=1.8585333036664338e-32)
Rating(user=227, product=1433, rating=5.571749402915976e-32)
Rating(user=645, product=1217, rating=5.724084033632482e-32)
Rating(user=236, product=1253, rating=2.766699984973916e-31)
Rating(user=1069, product=1253, rating=3.364298411886239e-33)
Rating(user=134, product=1253, rating=9.007014938346711e-33)
Rating(user=643, product=1253, rating=1.0176698522838157e-32)
Rating(user=587, product=1253, rating=2.2636346976523877e-32)
Rating(user=160, product=1161, rating=6.184547791956559e-32)
Rating(user=1006, product=1157, rating=4.10779443236619e-33)
Rating(user=684, product=1133, rating=1.2129613389886155e-31)
Rating(user=508, product=1133, rating=1.3832295140418633e-32)
Rating(user=267, product=1133, rating=4.3840296552155937e-32)
Rating(user=628, product=1413, rating=2.531379680033988e-32)
Rating(user=717, product=1413, rating=7.372755499398294e-33)
Rating(user=842, product=1413, rating=1.2115406710185478e-32)
Rating(user=622, product=1413, rating=2.1410075087355214e-31)
Rating(user=238, product=1413, rating=5.8358925659360655e-33)
Rating(user=1086, product=1413, rating=8.087387615061975e-33)
Rating(user=482, product=1245, rating=1.750887209129599e-32)
Rating(user=430, product=1245, rating=7.411929289793632e-34)
Rating(user=396, product=1105, rating=1.1117282749451806e-32)
Rating(user=268, product=1105, rating=1.567609943995444e-32)
Rating(user=453, product=1105, rating=3.120585951691466e-32)
Rating(user=974, product=1105, rating=2.77306116528785e-31)
Rating(user=918, product=1105, rating=4.924162454042926e-33)
Rating(user=970, product=1105, rating=4.3220954102786024e-33)
Rating(user=688, product=1101, rating=4.6040601310117385e-32)
Rating(user=1100, product=1101, rating=5.335925526721513e-33)
Rating(user=380, product=1101, rating=3.844819226117945e-33)
Rating(user=885, product=1101, rating=1.381746979793771e-32)
Rating(user=582, product=1101, rating=3.503055003635079e-32)
Rating(user=330, product=1101, rating=1.4498580368834908e-33)
Rating(user=198, product=1101, rating=5.509350042315008e-33)
Rating(user=957, product=1437, rating=8.546002949262414e-32)
Rating(user=749, product=1437, rating=1.7898204111107137e-31)
Rating(user=130, product=1437, rating=1.2810870442226499e-31)
Rating(user=307, product=1437, rating=5.454615347928712e-32)
Rating(user=892, product=1453, rating=5.570899217211236e-32)
Rating(user=529, product=1453, rating=2.4767341449331677e-32)
Rating(user=649, product=1453, rating=1.0216307312648826e-31)
Rating(user=401, product=1453, rating=9.750643798437216e-32)
Rating(user=1026, product=1453, rating=1.8122349297067793e-31)
Rating(user=854, product=1453, rating=4.490373271074396e-32)
Rating(user=1038, product=1453, rating=1.1320947944637618e-31)
Rating(user=643, product=1453, rating=4.961046936287534e-32)
Rating(user=332, product=1141, rating=3.0237236263209573e-32)
Rating(user=924, product=1141, rating=7.134938281699511e-32)
Rating(user=137, product=1141, rating=8.58465956584488e-33)
Rating(user=817, product=1141, rating=9.546431532800116e-32)
Rating(user=1001, product=1141, rating=1.9873262345612302e-32)
Rating(user=574, product=1141, rating=2.622964350269026e-32)
Rating(user=482, product=1141, rating=3.0237236263209573e-32)
Rating(user=732, product=1441, rating=1.7671024997808058e-30)
Rating(user=672, product=1441, rating=3.2721881752642073e-31)
Rating(user=504, product=1441, rating=1.488585106905302e-30)
Rating(user=977, product=1441, rating=6.624932275871935e-32)
Rating(user=425, product=1441, rating=5.867513959367583e-32)
Rating(user=747, product=1441, rating=8.87933203870171e-32)
Rating(user=736, product=1493, rating=9.962370484495906e-32)
Rating(user=504, product=1493, rating=8.386986686018657e-32)
Rating(user=200, product=1493, rating=3.067411621508167e-33)
Rating(user=329, product=1493, rating=2.1278566097998288e-32)
Rating(user=1009, product=1493, rating=2.2144256101125538e-33)
Rating(user=822, product=1493, rating=1.375991527064144e-33)
Rating(user=734, product=1493, rating=2.314414887796575e-32)
Rating(user=638, product=1493, rating=4.944714747720521e-33)
Rating(user=714, product=1493, rating=8.390161588767921e-33)
Rating(user=595, product=1493, rating=3.2828060866071715e-33)
Rating(user=1029, product=1129, rating=3.454846840386869e-32)
Rating(user=375, product=1129, rating=1.9001174234474747e-32)
Rating(user=499, product=1129, rating=2.8461958897920407e-32)
Rating(user=470, product=1470, rating=7.038960944174488e-33)
Rating(user=618, product=1470, rating=5.044350345134902e-32)
Rating(user=998, product=1470, rating=6.0803981615951064e-33)
Rating(user=419, product=1470, rating=1.6131215912031377e-34)
Rating(user=747, product=1470, rating=1.0907890120205714e-32)
Rating(user=140, product=1054, rating=3.708109331951263e-32)
Rating(user=1032, product=1054, rating=3.435038348073853e-33)
Rating(user=488, product=1054, rating=4.263945041853343e-33)
Rating(user=1065, product=1054, rating=6.241821697398223e-33)
Rating(user=802, product=1054, rating=6.206841267076086e-32)
Rating(user=801, product=1146, rating=7.708624088773244e-33)
Rating(user=506, product=1146, rating=2.323617148868341e-32)
Rating(user=570, product=1146, rating=1.1236152618709739e-32)
Rating(user=320, product=1298, rating=1.395437609890632e-32)
Rating(user=928, product=1298, rating=2.107058957216597e-32)
Rating(user=439, product=1298, rating=4.022862205850444e-33)
Rating(user=255, product=1342, rating=6.776453471467307e-33)
Rating(user=519, product=1342, rating=7.357115591649134e-33)
Rating(user=1064, product=1274, rating=6.811521775076591e-33)
Rating(user=864, product=1274, rating=4.3479045893164596e-32)
Rating(user=693, product=1274, rating=6.120928192458952e-33)
Rating(user=234, product=1274, rating=1.9653626366184506e-33)
Rating(user=712, product=1378, rating=2.2604787753172446e-31)
Rating(user=280, product=1378, rating=8.783813118247331e-33)
Rating(user=440, product=1050, rating=3.3656579645653126e-32)
Rating(user=172, product=1050, rating=1.095882302524074e-32)
Rating(user=488, product=1050, rating=1.2167759544337069e-32)
Rating(user=708, product=1458, rating=8.135360273659179e-32)
Rating(user=194, product=1458, rating=7.604172040425535e-32)
Rating(user=970, product=1458, rating=1.8448664440044942e-32)
Rating(user=575, product=1458, rating=3.8101208389719757e-32)
Rating(user=796, product=1194, rating=9.552487893814149e-32)
Rating(user=500, product=1194, rating=1.209297820836431e-31)
Rating(user=626, product=1194, rating=4.2256873862845025e-32)
Rating(user=722, product=1194, rating=1.779483015208249e-32)
Rating(user=994, product=1194, rating=2.006436045794143e-32)
Rating(user=570, product=1194, rating=4.7613787357178523e-32)
Rating(user=1063, product=1194, rating=2.7011871415443614e-32)
Rating(user=762, product=1402, rating=2.5313796800339873e-32)
Rating(user=114, product=1402, rating=3.200229123952354e-31)
Rating(user=692, product=1206, rating=2.515740985597068e-32)
Rating(user=750, product=1206, rating=1.3393734658698497e-32)
Rating(user=422, product=1206, rating=1.263720727453174e-32)
Rating(user=640, product=1238, rating=1.3431280570884882e-32)
Rating(user=640, product=1238, rating=1.3431280570884882e-32)
Rating(user=593, product=1238, rating=1.3664971015103525e-32)
Rating(user=974, product=1338, rating=5.375188977587358e-32)
Rating(user=1006, product=1338, rating=1.5025138485534565e-33)
Rating(user=546, product=1338, rating=3.008197636465148e-32)
Rating(user=494, product=1338, rating=7.352606641788771e-33)
Rating(user=394, product=1338, rating=1.4201182425554083e-32)
Rating(user=191, product=1338, rating=2.8361421699693938e-33)
Rating(user=1060, product=1446, rating=9.95792721614905e-32)
Rating(user=756, product=1446, rating=1.1273103410724955e-32)
Rating(user=533, product=1446, rating=1.1821316034898373e-31)
Rating(user=589, product=1446, rating=2.879948352064584e-31)
Rating(user=141, product=1446, rating=3.5796791847716946e-31)
Rating(user=505, product=1134, rating=5.677549352799027e-33)
Rating(user=566, product=1134, rating=4.116506556207106e-32)
Rating(user=642, product=1134, rating=6.452431586381098e-33)
Rating(user=674, product=1062, rating=9.218924762973499e-32)
Rating(user=542, product=1062, rating=1.0753718364490234e-32)
Rating(user=1095, product=1062, rating=9.218924762973499e-32)
Rating(user=1078, product=1114, rating=6.906717560072559e-33)
Rating(user=662, product=1114, rating=1.3167018536756594e-32)
Rating(user=344, product=1110, rating=9.632258675722513e-33)
Rating(user=596, product=1110, rating=5.450323288191107e-32)
Rating(user=510, product=1110, rating=1.3885928705784223e-34)
Rating(user=849, product=1263, rating=1.0704958529949586e-32)
Rating(user=397, product=1263, rating=1.1869616270976593e-31)
Rating(user=1094, product=1263, rating=9.00082243701467e-33)
Rating(user=1076, product=1223, rating=9.481211037812121e-33)
Rating(user=509, product=1223, rating=9.414371798681148e-33)
Rating(user=143, product=1223, rating=4.833743457145107e-33)
Rating(user=304, product=1407, rating=1.562768611405147e-32)
Rating(user=618, product=1407, rating=1.2056671280017893e-31)
Rating(user=344, product=1051, rating=3.219724840022261e-32)
Rating(user=128, product=1051, rating=2.01648678356187e-31)
Rating(user=468, product=1051, rating=2.3595989204100907e-32)
Rating(user=842, product=1051, rating=2.9769715548098596e-32)
Rating(user=698, product=1051, rating=9.662062258625561e-33)
Rating(user=218, product=1051, rating=7.711090851518936e-33)
Rating(user=358, product=1051, rating=4.1130386260731625e-32)
Rating(user=364, product=1451, rating=1.6177604471562666e-31)
Rating(user=438, product=1451, rating=4.5471456188946543e-32)
Rating(user=714, product=1451, rating=1.1169151012407012e-31)
Rating(user=846, product=1127, rating=1.0069605577807325e-32)
Rating(user=173, product=1239, rating=5.106639610888748e-33)
Rating(user=1098, product=1239, rating=4.3220954102786024e-33)
Rating(user=212, product=1395, rating=2.6622949957605924e-31)
Rating(user=456, product=1395, rating=4.889324374496398e-33)
Rating(user=1058, product=1395, rating=1.1489269252029107e-31)
Rating(user=714, product=1395, rating=2.6630769890152574e-32)
Rating(user=924, product=1275, rating=4.1272907296365815e-32)
Rating(user=364, product=1275, rating=2.1607529556173171e-32)
Rating(user=724, product=1275, rating=6.933017277129719e-33)
Rating(user=861, product=1275, rating=4.54643392274759e-32)
Rating(user=926, product=1275, rating=3.7955093510102525e-32)
Rating(user=766, product=1275, rating=1.4537245610060387e-32)
Rating(user=354, product=1275, rating=6.1602579696116896e-33)
Rating(user=1031, product=1275, rating=3.3908230254779214e-32)
Rating(user=871, product=1275, rating=2.2276726949998306e-32)
Rating(user=328, product=1195, rating=1.482152451391789e-32)
Rating(user=648, product=1195, rating=6.522192484662086e-33)
Rating(user=116, product=1195, rating=2.6542268896695577e-31)
Rating(user=240, product=1195, rating=2.511415757297851e-32)
Rating(user=633, product=1195, rating=1.292672943504944e-32)
Rating(user=186, product=1195, rating=3.122905084604864e-32)
Rating(user=150, product=1195, rating=1.2351109691370458e-31)
Rating(user=594, product=1195, rating=2.267792719740718e-32)
Rating(user=347, product=1195, rating=5.103785262977229e-32)
Rating(user=511, product=1195, rating=7.524264938991868e-32)
Rating(user=952, product=1087, rating=1.5329428856180657e-32)
Rating(user=652, product=1479, rating=2.4174010810195058e-32)
Rating(user=762, product=1479, rating=3.0079855301044023e-32)
Rating(user=886, product=1479, rating=3.000732953579211e-32)
Rating(user=564, product=1231, rating=3.0169737307538278e-33)
Rating(user=900, product=1231, rating=7.182193717909643e-33)
Rating(user=1006, product=1231, rating=5.951170172964593e-33)
Rating(user=1063, product=1231, rating=7.678009163043029e-33)
Rating(user=1084, product=1359, rating=3.5546560080360743e-34)
Rating(user=968, product=1359, rating=1.6131215912031375e-34)
Rating(user=1065, product=1359, rating=5.7780346437390145e-34)
Rating(user=354, product=1359, rating=3.814271364637404e-34)
Rating(user=1022, product=1359, rating=3.5935839191540376e-33)
Rating(user=538, product=1359, rating=1.5591059143626486e-33)
Rating(user=358, product=1359, rating=7.219485174508764e-34)
end predictions
(108, 1206, 4.0)
(114, 1402, 4.0)
(188, 1298, 3.0)
(191, 1338, 1.0)
(192, 1216, 4.0)
(194, 1458, 5.0)
(198, 1101, 3.0)
(200, 1493, 4.0)
(204, 1238, 3.0)
(204, 1157, 3.0)
(206, 1433, 5.0)
(212, 1395, 4.0)
(214, 1275, 3.0)
(218, 1051, 4.0)
(226, 1280, 3.0)
(227, 1433, 5.0)
(232, 1275, 3.0)
(234, 1274, 3.0)
(236, 1253, 3.0)
(238, 1413, 4.0)
(239, 1308, 3.0)
(240, 1195, 4.0)
(241, 1016, 2.0)
(242, 1396, 4.0)
(248, 1146, 2.0)
(255, 1342, 1.0)
(258, 1004, 1.0)
(260, 1451, 5.0)
(260, 1298, 3.0)
(263, 1051, 4.0)
(267, 1133, 3.0)
(268, 1105, 3.0)
(270, 1332, 1.0)
(274, 1420, 4.0)
(116, 1195, 4.0)
(125, 1428, 5.0)
(126, 1420, 4.0)
(128, 1051, 3.0)
(278, 1288, 3.0)
(280, 1444, 5.0)
(280, 1378, 4.0)
(284, 1161, 3.0)
(298, 1332, 1.0)
(300, 1275, 3.0)
(302, 1108, 3.0)
(304, 1407, 4.0)
(307, 1437, 5.0)
(310, 1216, 4.0)
(316, 1496, 5.0)
(319, 1110, 3.0)
(320, 1298, 3.0)
(322, 1004, 1.0)
(324, 1493, 2.0)
(325, 1132, 4.0)
(328, 1195, 4.0)
(329, 1493, 3.0)
(330, 1101, 3.0)
(330, 1420, 4.0)
(332, 1141, 1.0)
(339, 1444, 5.0)
(341, 1288, 3.0)
(344, 1051, 2.0)
(344, 1110, 3.0)
(347, 1195, 4.0)
(354, 1275, 3.0)
(354, 1359, 1.0)
(356, 1216, 4.0)
(357, 1212, 4.0)
(358, 1051, 1.0)
(358, 1359, 1.0)
(359, 1288, 3.0)
(360, 1051, 4.0)
(360, 1275, 3.0)
(364, 1451, 5.0)
(364, 1275, 3.0)
(375, 1129, 3.0)
(378, 1133, 3.0)
(380, 1101, 3.0)
(392, 1332, 1.0)
(394, 1338, 1.0)
(396, 1105, 3.0)
(397, 1263, 3.0)
(401, 1453, 5.0)
(408, 1148, 1.0)
(414, 1332, 1.0)
(414, 1256, 3.0)
(418, 1437, 5.0)
(419, 1470, 3.0)
(422, 1206, 4.0)
(425, 1441, 5.0)
(428, 1238, 3.0)
(430, 1245, 3.0)
(436, 1105, 3.0)
(436, 1280, 3.0)
(438, 1451, 5.0)
(439, 1298, 3.0)
(440, 1050, 5.0)
(447, 1332, 1.0)
(453, 1105, 3.0)
(454, 1359, 1.0)
(456, 1395, 4.0)
(468, 1051, 4.0)
(130, 1437, 5.0)
(132, 1133, 3.0)
(132, 1420, 4.0)
